Student 11 : [51.49, 69.69, 38.87, 79.53, 53.38, 58.5, 58.15, 36.7, 58.15, 23.05, 45.07, 3.7, 85.81, 54.7, 9.21, 88.9, 14.81, 55.14, 94.38, 11.57, 38.38, 26.94, 57.64, 7.31, 18.09, 63.88, 90.85, 4.11, 9.6, 47.05, 96.04, 99.25, 24.53, 23.59, 10.08, 45.77, 96.88, 56.39, 23.69, 26.31, 42.26, 84.99, 55.41, 52.45, 33.99, 30.7, 21.78, 77.6, 71.18, 12.35, 91.86, 53.0, 81.19, 12.7, 26.27, 87.99, 80.9, 50.42, 78.67, 98.08, 19.75, 67.64, 81.48, 37.36, 41.11, 38.57, 46.0, 15.31, 27.93, 41.76, 82.64, 92.51, 43.68, 14.83, 86.56, 34.4, 40.31, 28.84, 40.51, 77.81, 80.96, 77.41, 57.9]
Student 12 : [12.33, 59.15, 31.03, 59.09, 77.0, 93.23, 81.9, 75.36, 17.75, 62.64, 84.49, 92.55, 1.46, 23.13, 24.79, 50.87, 92.13, 75.97, 59.42, 57.7, 91.55, 4.81, 32.56, 24.15, 53.75, 71.22, 32.36, 21.89, 81.85, 97.69, 51.91, 4.92, 63.68, 89.66, 99.71, 8.92, 40.27, 87.09, 25.75, 75.48, 29.98, 90.56, 90.38, 47.56, 50.41, 76.72, 5.39, 48.53, 89.83, 3.61, 19.41, 87.52, 80.65, 7.81, 2.94, 30.84, 18.35, 11.99, 12.36, 41.1, 51.14, 94.17, 76.63, 13.67, 37.93, 18.07, 55.88, 33.67, 35.19, 87.7, 66.52, 35.4, 26.93, 68.67, 54.24, 71.29, 56.2, 13.87, 23.17, 87.36, 51.47, 41.75, 97.07]
Student 13 : [61.36, 84.55, 70.73, 4.73, 88.62, 16.72, 6.39, 29.01, 14.91, 1.21, 64.1, 7.89, 39.96, 80.68, 38.46, 94.04, 38.77, 36.49, 47.81, 40.82, 22.89, 57.01, 40.48, 23.38, 99.69, 87.72, 56.74, 24.88, 29.51, 94.14, 82.92, 43.14, 69.86, 39.46, 18.07, 51.3, 99.81, 90.06, 23.34, 15.48, 38.11, 14.34, 39.44, 32.39, 3.76, 32.86, 38.76, 0.09, 19.62, 10.95, 24.98, 76.33, 25.9, 59.22, 5.52, 10.74, 53.42, 21.54, 39.81, 59.33, 4.38, 85.65, 9.88, 2.82, 2.23, 46.96, 68.84, 94.01, 1.54, 92.81, 97.61, 53.48, 94.13, 51.48, 40.4, 17.88, 7.72, 67.72, 95.67, 20.62, 70.41, 25.09, 10.55]
Student 14 : [18.47, 13.95, 46.57, 15.62, 26.7, 94.08, 1.05, 64.9, 48.55, 65.09, 43.49, 79.1, 15.05, 52.41, 76.57, 2.64, 69.52, 59.02, 62.54, 11.51, 82.14, 21.68, 50.52, 98.26, 15.74, 15.13, 80.2, 10.03, 42.51, 47.34, 42.05, 20.92, 41.57, 66.32, 55.54, 11.76, 64.93, 29.59, 86.24, 24.64, 45.7, 71.01, 60.34, 57.58, 36.3, 36.69, 50.88, 65.53, 6.9, 51.33, 3.69, 37.75, 4.6, 19.74, 43.21, 29.04, 72.44, 64.21, 48.29, 32.18, 54.17, 47.94, 16.35, 92.71, 64.97, 36.94, 40.73, 83.31, 92.02, 8.64, 10.24, 74.91, 99.01, 23.93, 3.0, 64.44, 48.53, 41.22, 86.77, 44.72, 23.07, 66.21, 57.48]
Student 15 : [26.56, 12.18, 2.16, 13.48, 8.52, 32.61, 58.4, 26.95, 14.4, 64.72, 93.19, 60.89, 24.05, 56.24, 34.29, 75.85, 8.34, 63.73, 28.73, 73.52, 91.02, 32.65, 79.01, 38.93, 55.42, 79.73, 32.53, 35.86, 28.3, 85.23, 32.18, 9.33, 18.96, 20.72, 82.9, 30.92, 64.96, 9.4, 14.32, 8.15, 37.48, 40.0, 22.72, 67.4, 89.44, 33.01, 56.75, 11.47, 86.85, 88.39, 71.16, 47.33, 50.55, 27.65, 9.99, 77.56, 49.08, 80.03, 96.78, 49.75, 26.13, 52.44, 2.85, 62.11, 16.19, 65.82, 36.91, 30.77, 0.59, 36.92, 49.4, 34.4, 82.9, 33.64, 72.85, 65.29, 17.26, 34.67, 26.29, 32.3, 6.35, 79.6, 95.97]
Student 16 : [67.12, 10.41, 83.29, 59.52, 42.34, 27.02, 63.94, 14.64, 94.02, 31.07, 28.83, 84.74, 65.48, 50.1, 93.58, 88.71, 66.46, 2.01, 33.96, 47.24, 58.07, 85.77, 66.66, 6.81, 73.0, 94.49, 12.57, 76.7, 33.57, 14.42, 52.95, 96.63, 29.92, 92.34, 59.03, 55.42, 86.11, 64.12, 61.26, 23.07, 72.59, 37.23, 25.61, 42.35, 20.32, 11.37, 21.35, 49.9, 53.91, 3.24, 97.06, 61.15, 89.04, 13.48, 29.89, 58.74, 32.79, 37.01, 76.99, 70.03, 84.68, 71.76, 37.06, 5.3, 60.94, 24.66, 25.35, 55.79, 54.75, 48.93, 75.97, 18.08, 1.24, 72.04, 11.47, 19.66, 37.59, 89.9, 61.83, 69.59, 35.82, 9.49, 72.28]
Student 17 : [19.17, 85.07, 98.36, 14.12, 12.26, 96.31, 98.29, 5.2, 58.05, 61.48, 63.03, 4.98, 90.01, 99.39, 9.03, 41.87, 64.87, 0.12, 93.32, 39.54, 33.05, 30.94, 48.06, 81.45, 78.92, 8.48, 36.2, 69.36, 30.88, 70.73, 73.4, 56.28, 38.46, 14.22, 84.91, 55.38, 88.46, 97.42, 17.51, 0.65, 85.86, 49.45, 6.83, 62.89, 55.86, 64.91, 7.79, 4.64, 33.71, 10.01, 32.44, 91.75, 95.78, 13.33, 3.08, 66.07, 51.76, 65.01, 21.46, 23.41, 61.14, 2.38, 74.65, 34.35, 59.47, 17.22, 47.16, 91.43, 79.96, 79.95, 85.33, 65.57, 33.84, 39.48, 64.83, 7.21, 69.9, 24.04, 45.12, 32.94, 67.37, 37.73, 55.49]
Student 18 : [29.72, 90.82, 96.25, 46.34, 68.45, 40.06, 55.31, 81.61, 46.36, 29.25, 6.16, 97.8, 36.83, 78.29, 53.24, 74.97, 72.81, 20.78, 77.93, 21.38, 17.83, 37.24, 56.02, 72.46, 73.05, 37.82, 8.18, 75.41, 78.03, 17.53, 81.54, 37.3, 75.61, 79.57, 49.27, 26.06, 1.66, 98.66, 32.76, 78.9, 29.71, 74.79, 95.93, 90.83, 47.0, 10.22, 35.26, 26.83, 64.16, 27.8, 90.24, 25.96, 63.29, 36.98, 29.27, 42.74, 71.12, 45.36, 23.48, 2.01, 3.11, 8.41, 7.26, 26.92, 61.98, 7.54, 38.42, 36.74, 89.97, 47.83, 13.0, 0.97, 67.83, 70.37, 60.47, 79.34, 25.8, 81.77, 43.23, 73.46, 81.47, 13.14, 11.32]
Student 19 : [73.87, 6.69, 0.23, 49.1, 8.35, 96.61, 57.89, 29.78, 64.77, 49.16, 80.71, 55.52, 13.92, 7.17, 74.07, 21.82, 52.16, 93.6, 88.24, 30.3, 66.73, 54.49, 56.26, 59.59, 73.72, 31.89, 63.54, 87.0, 2.34, 78.31, 45.28, 2.24, 48.67, 94.03, 28.59, 6.71, 37.5, 28.0, 71.09, 84.5, 11.8, 34.06, 99.52, 64.41, 15.98, 14.72, 18.73, 66.55, 51.22, 17.06, 43.58, 41.19, 59.11, 67.28, 5.01, 63.08, 33.16, 43.56, 94.75, 40.13, 66.87, 90.52, 42.85, 31.58, 21.93, 72.76, 67.31, 48.26, 40.03, 49.9, 95.24, 24.82, 28.29, 30.82, 31.98, 12.22, 19.28, 31.29, 45.81, 37.87, 44.43, 15.51, 43.9]
Student 20 : [15.95, 20.95, 59.33, 70.41, 64.64, 33.94, 27.86, 27.54, 98.27, 85.46, 3.98, 49.32, 16.3, 57.76, 17.11, 17.7, 64.74, 8.9, 27.76, 43.14, 4.29, 27.2, 61.4, 52.19, 98.17, 86.16, 55.05, 99.09, 98.35, 12.25, 2.45, 82.35, 23.55, 96.98, 12.39, 42.54, 90.79, 81.63, 27.1, 41.36, 83.27, 18.01, 82.7, 73.36, 11.66, 62.0, 32.3, 41.77, 53.4, 87.86, 93.56, 37.47, 35.24, 20.72, 27.48, 96.73, 57.65, 72.48, 2.57, 76.72, 46.97, 31.84, 49.85, 80.86, 60.72, 3.06, 67.64, 85.94, 64.85, 10.26, 92.85, 71.75, 47.63, 83.79, 15.01, 30.51, 34.57, 23.7, 73.33, 38.21, 20.67, 91.72, 43.09]
Student 21 : [43.25, 10.93, 65.01, 98.11, 6.92, 2.76, 49.55, 93.37, 13.22, 1.24, 10.67, 42.57, 23.29, 75.52, 46.93, 10.91, 84.72, 6.5, 45.02, 41.6, 63.7, 50.7, 6.14, 77.11, 98.42, 28.87, 88.35, 92.83, 80.67, 4.89, 28.79, 27.11, 87.19, 39.59, 38.59, 87.29, 50.53, 0.8, 95.35, 34.62, 80.39, 86.41, 93.55, 2.81, 20.75, 69.97, 51.28, 84.57, 55.33, 10.29, 13.57, 28.66, 54.84, 75.31, 36.89, 25.64, 92.8, 18.72, 87.42, 25.04, 43.85, 13.15, 36.31, 18.75, 18.13, 87.74, 89.42, 45.79, 78.67, 39.72, 45.9, 22.43, 34.55, 90.15, 40.5, 77.91, 2.34, 31.55, 87.55, 81.12, 80.38, 72.04, 11.38]
Student 22 : [64.28, 9.88, 19.69, 4.57, 60.36, 40.6, 38.55, 57.59, 41.13, 41.24, 99.66, 44.09, 51.65, 44.01, 52.91, 88.75, 24.2, 7.7, 98.38, 53.52, 22.03, 73.53, 72.06, 85.62, 31.02, 31.46, 42.24, 11.24, 47.89, 31.94, 21.19, 64.41, 0.89, 44.06, 47.17, 32.76, 78.3, 4.7, 46.14, 22.3, 33.49, 25.2, 39.36, 91.91, 81.53, 22.46, 23.7, 84.73, 1.19, 19.34, 14.51, 88.77, 9.26, 15.54, 7.56, 91.63, 79.19, 64.99, 86.23, 55.27, 34.92, 7.83, 72.84, 26.39, 62.65, 96.32, 98.74, 14.49, 48.08, 22.37, 47.16, 15.86, 64.89, 1.9, 4.43, 34.74, 11.3, 95.71, 41.01, 54.89, 15.87, 50.36, 31.58]
Student 23 : [77.84, 87.0, 18.31, 26.09, 36.95, 69.15, 84.93, 57.49, 20.58, 56.34, 88.1, 19.78, 35.03, 82.69, 52.6, 49.08, 6.31, 31.37, 68.43, 12.93, 79.05, 65.07, 11.15, 72.97, 37.1, 73.92, 29.57, 12.53, 46.25, 84.85, 64.03, 6.84, 40.08, 70.16, 80.65, 71.04, 18.14, 38.59, 7.12, 81.53, 2.77, 91.97, 33.71, 29.06, 5.22, 82.8, 99.43, 29.16, 84.97, 13.57, 18.01, 84.57, 46.96, 77.61, 10.74, 67.32, 10.76, 52.69, 4.02, 64.1, 2.91, 23.91, 18.32, 7.24, 69.06, 30.27, 22.18, 96.14, 76.13, 0.47, 50.08, 98.87, 76.36, 68.01, 86.01, 12.31, 34.83, 32.85, 96.33, 50.65, 80.05, 67.71, 54.38]
Student 24 : [14.85, 24.61, 68.05, 15.29, 62.09, 13.34, 84.9, 41.12, 10.75, 26.75, 57.09, 53.06, 72.75, 81.72, 99.53, 63.05, 17.3, 4.83, 86.19, 58.78, 1.18, 36.79, 34.41, 43.6, 37.01, 95.29, 31.49, 27.95, 41.29, 14.82, 66.91, 38.48, 39.21, 74.65, 14.93, 61.23, 54.51, 59.23, 58.59, 76.4, 79.93, 69.55, 58.42, 74.08, 5.73, 18.13, 47.17, 62.57, 82.48, 95.98, 75.01, 93.87, 7.74, 95.23, 39.01, 34.74, 55.66, 7.7, 5.31, 5.7, 13.8, 97.01, 72.69, 95.44, 51.72, 58.92, 32.25, 33.37, 22.61, 43.52, 49.52, 69.43, 90.74, 11.38, 32.43, 66.71, 85.22, 35.48, 51.57, 60.06, 3.7, 40.92, 47.35]
Student 25 : [89.15, 39.37, 5.21, 28.08, 18.14, 31.52, 64.19, 64.18, 47.63, 15.65, 74.05, 66.46, 58.3, 85.37, 40.88, 58.08, 18.37, 84.03, 55.37, 17.18, 16.47, 54.42, 67.23, 43.85, 3.39, 96.25, 97.18, 4.92, 0.83, 78.77, 29.6, 54.73, 3.17, 11.5, 54.84, 56.28, 6.67, 97.88, 45.99, 69.37, 49.01, 83.75, 61.71, 29.28, 32.25, 65.43, 64.22, 13.38, 31.8, 40.64, 29.42, 81.19, 65.41, 69.43, 4.67, 78.25, 7.12, 62.36, 39.17, 14.01, 83.5, 28.07, 71.59, 59.55, 81.91, 93.56, 10.17, 62.22, 34.18, 57.23, 81.63, 41.46, 12.56, 46.52, 56.82, 12.02, 89.73, 30.25, 83.65, 79.51, 69.74, 78.93, 70.7]
Student 26 : [76.1, 94.12, 57.19, 97.89, 26.07, 52.09, 73.5, 39.13, 5.79, 79.42, 34.71, 80.4, 77.74, 73.81, 38.6, 29.21, 43.52, 24.69, 7.63, 76.49, 75.2, 60.2, 9.11, 55.28, 29.49, 70.8, 12.84, 49.8, 45.99, 40.52, 80.8, 78.16, 92.49, 57.84, 8.59, 38.8, 35.19, 96.91, 68.0, 6.59, 79.99, 56.85, 31.64, 87.63, 51.91, 21.97, 96.36, 93.91, 54.13, 58.91, 60.09, 78.31, 75.78, 98.17, 48.5, 78.63, 97.72, 56.7, 32.53, 55.4, 79.79, 46.35, 25.39, 72.11, 99.37, 77.96, 98.73, 59.02, 51.26, 15.48, 11.51, 22.16, 11.97, 55.86, 2.36, 7.3, 17.54, 11.01, 56.43, 5.9, 3.55, 45.97, 21.02]
Student 27 : [95.3, 4.75, 4.48, 89.65, 82.97, 87.83, 50.05, 83.23, 48.47, 91.63, 53.26, 71.37, 92.05, 33.45, 5.65, 35.07, 26.11, 92.47, 28.32, 45.13, 44.94, 49.12, 11.3, 1.68, 4.57, 83.05, 51.3, 3.54, 29.86, 23.53, 84.07, 56.37, 75.38, 8.25, 30.64, 67.73, 27.63, 47.56, 2.56, 44.11, 51.99, 9.79, 40.12, 0.91, 55.03, 40.48, 89.8, 19.47, 54.61, 3.3, 62.42, 37.1, 24.11, 83.65, 51.86, 35.86, 4.91, 27.37, 35.54, 3.65, 61.44, 96.51, 22.82, 77.22, 87.18, 11.45, 64.97, 41.06, 56.53, 14.68, 91.2, 48.04, 57.56, 35.23, 89.6, 48.54, 33.6, 54.78, 8.46, 62.86, 8.05, 76.5, 14.15]
Student 28 : [68.98, 5.79, 75.66, 24.69, 35.0, 59.55, 93.87, 27.83, 15.71, 57.64, 97.11, 40.48, 74.39, 78.06, 94.95, 26.26, 90.0, 55.53, 4.73, 62.37, 61.88, 95.58, 68.48, 97.47, 33.58, 9.76, 74.77, 91.39, 29.45, 36.07, 97.18, 37.89, 62.79, 18.17, 46.72, 14.45, 5.48, 17.8, 37.07, 86.22, 5.61, 25.66, 78.16, 15.47, 1.55, 17.93, 46.13, 92.12, 9.15, 77.92, 26.03, 6.23, 51.92, 65.17, 87.26, 29.24, 63.17, 68.31, 31.09, 57.02, 13.88, 21.78, 44.86, 94.86, 10.42, 1.66, 7.73, 32.31, 61.99, 41.36, 19.53, 63.97, 39.5, 23.78, 65.9, 61.33, 34.67, 13.62, 90.32, 90.2, 80.9, 90.6, 17.3]
Student 29 : [43.35, 28.15, 84.27, 85.86, 42.03, 54.72, 76.94, 59.19, 23.32, 65.08, 21.88, 63.03, 8.63, 39.22, 38.36, 49.98, 24.98, 57.68, 55.43, 11.26, 66.23, 60.48, 67.73, 48.63, 2.82, 5.73, 41.66, 62.3, 38.44, 72.01, 19.64, 97.15, 86.45, 1.83, 8.5, 68.98, 66.21, 14.68, 79.68, 0.88, 0.06, 27.99, 53.29, 35.47, 25.46, 11.48, 86.24, 53.14, 23.54, 66.61, 35.07, 18.53, 5.25, 66.09, 18.46, 98.21, 89.43, 10.95, 61.4, 40.56, 53.24, 62.5, 63.21, 86.08, 34.76, 84.55, 95.04, 80.67, 19.98, 88.08, 99.05, 97.57, 52.0, 4.57, 30.87, 34.71, 58.82, 27.1, 60.01, 43.2, 8.24, 48.77, 18.49]
Student 30 : [99.93, 72.23, 56.23, 42.27, 4.28, 32.32, 45.34, 67.57, 71.77, 35.61, 91.96, 87.08, 33.58, 70.1, 36.75, 26.19, 64.85, 66.67, 48.61, 37.91, 26.96, 80.29, 12.95, 77.2, 47.7, 75.02, 83.13, 63.12, 73.39, 21.79, 44.56, 46.88, 36.03, 21.78, 69.58, 40.68, 53.26, 62.01, 86.89, 38.93, 19.18, 95.13, 49.5, 81.25, 50.32, 10.47, 61.74, 65.12, 22.11, 29.74, 17.58, 14.5, 69.0, 17.54, 10.02, 50.99, 23.78, 43.93, 94.69, 93.55, 40.24, 74.7, 29.31, 34.13, 77.54, 93.28, 65.07, 97.74, 24.1, 77.56, 36.24, 97.6, 4.3, 64.77, 79.75, 38.69, 42.36, 38.12, 17.72, 6.24, 54.03, 59.9, 53.11]
Student 31 : [23.47, 87.15, 79.8, 91.44, 61.46, 39.95, 19.49, 58.05, 92.73, 5.43, 14.93, 26.28, 70.24, 67.74, 73.92, 97.48, 7.43, 44.72, 7.98, 0.89, 90.82, 48.79, 88.8, 45.58, 19.96, 95.14, 14.21, 90.17, 38.91, 42.65, 88.68, 11.34, 43.36, 63.74, 32.08, 14.76, 69.92, 78.8, 91.97, 72.98, 0.24, 57.94, 50.22, 93.32, 41.52, 88.42, 82.06, 16.24, 77.13, 29.25, 47.54, 19.27, 16.19, 26.64, 69.3, 55.21, 9.67, 43.4, 78.1, 84.4, 41.57, 63.33, 88.07, 70.44, 48.94, 67.88, 97.54, 96.42, 71.68, 46.29, 97.85, 24.1, 84.47, 92.83, 12.58, 62.92, 16.78, 65.18, 82.81, 36.97, 24.21, 26.39, 60.18]
Student 32 : [95.85, 95.68, 47.19, 26.91, 28.15, 17.89, 99.34, 51.78, 76.14, 45.21, 23.75, 98.1, 68.37, 77.88, 33.96, 28.91, 46.81, 58.29, 24.98, 68.82, 78.79, 51.23, 57.06, 57.65, 39.52, 8.76, 79.16, 26.64, 63.23, 75.79, 83.63, 65.69, 76.69, 52.38, 19.29, 42.77, 9.57, 79.13, 41.13, 69.82, 22.78, 53.29, 42.07, 83.69, 8.09, 14.81, 94.48, 24.85, 90.33, 64.1, 27.47, 51.95, 6.61, 86.01, 79.6, 26.25, 46.45, 58.42, 96.13, 36.08, 11.02, 17.9, 84.99, 8.77, 90.51, 39.72, 6.21, 74.96, 64.06, 65.22, 45.79, 8.84, 98.69, 75.34, 17.02, 66.36, 60.77, 66.15, 39.74, 83.26, 56.11, 29.37, 71.01]
Student 33 : [90.37, 43.99, 75.15, 61.7, 43.75, 78.72, 53.04, 87.38, 49.26, 14.51, 85.93, 10.31, 61.05, 80.31, 4.95, 37.84, 17.62, 89.21, 7.53, 92.39, 22.22, 71.77, 54.71, 28.77, 24.35, 69.72, 51.35, 22.45, 2.27, 30.71, 80.64, 85.08, 68.14, 60.87, 6.11, 12.29, 4.66, 98.68, 11.89, 58.43, 94.73, 71.06, 25.24, 62.91, 24.42, 80.56, 53.91, 23.94, 23.13, 51.05, 75.41, 26.53, 55.12, 28.72, 35.45, 83.89, 91.45, 94.95, 48.06, 43.96, 72.5, 98.09, 41.5, 46.12, 18.0, 52.35, 61.01, 87.13, 53.23, 83.71, 21.5, 69.61, 98.48, 25.23, 2.05, 62.11, 11.86, 76.85, 87.45, 94.86, 84.8, 48.75, 91.4]
